Literal,Node_ID,Position,Feature
x249,8,"(1, 3)",P
x250,8,"(1, 3)",Q
x251,8,"(1, 3)",R
x252,8,"(1, 3)",S
x253,8,"(1, 3)",T
x254,8,"(1, 3)",U
x255,8,"(1, 3)",V
x256,8,"(1, 3)",W
x257,8,"(1, 3)",Y
x258,8,"(1, 3)",Z
x259,8,"(1, 3)",Connected
x260,8,"(1, 3)",Not Connected
x261,9,"(1, 4)",X
x262,9,"(1, 4)",O
x263,9,"(1, 4)", 
x264,9,"(1, 4)",A
x265,9,"(1, 4)",B
x266,9,"(1, 4)",C
x267,9,"(1, 4)",D
x268,9,"(1, 4)",E
x269,9,"(1, 4)",F
x270,9,"(1, 4)",G
x271,9,"(1, 4)",H
x272,9,"(1, 4)",I
x273,9,"(1, 4)",J
x274,9,"(1, 4)",K
x275,9,"(1, 4)",L
x276,9,"(1, 4)",M
x277,9,"(1, 4)",N
x278,9,"(1, 4)",P
x279,9,"(1, 4)",Q
x280,9,"(1, 4)",R
x281,9,"(1, 4)",S
x282,9,"(1, 4)",T
x283,9,"(1, 4)",U
x284,9,"(1, 4)",V
x285,9,"(1, 4)",W
x286,9,"(1, 4)",Y
x287,9,"(1, 4)",Z
x288,9,"(1, 4)",Connected
x289,9,"(1, 4)",Not Connected
x290,10,"(2, 0)",X
x291,10,"(2, 0)",O
x292,10,"(2, 0)", 
x293,10,"(2, 0)",A
x294,10,"(2, 0)",B
x295,10,"(2, 0)",C
x296,10,"(2, 0)",D
x297,10,"(2, 0)",E
x298,10,"(2, 0)",F
x299,10,"(2, 0)",G
x300,10,"(2, 0)",H
x301,10,"(2, 0)",I
x302,10,"(2, 0)",J
x303,10,"(2, 0)",K
x304,10,"(2, 0)",L
x305,10,"(2, 0)",M
x306,10,"(2, 0)",N
x307,10,"(2, 0)",P
x308,10,"(2, 0)",Q
x309,10,"(2, 0)",R
x310,10,"(2, 0)",S
x311,10,"(2, 0)",T
x312,10,"(2, 0)",U
x313,10,"(2, 0)",V
x314,10,"(2, 0)",W
x315,10,"(2, 0)",Y
x316,10,"(2, 0)",Z
x317,10,"(2, 0)",Connected
x318,10,"(2, 0)",Not Connected
x319,11,"(2, 1)",X
x320,11,"(2, 1)",O
x321,11,"(2, 1)", 
x322,11,"(2, 1)",A
x323,11,"(2, 1)",B
x324,11,"(2, 1)",C
x325,11,"(2, 1)",D
x326,11,"(2, 1)",E
x327,11,"(2, 1)",F
x328,11,"(2, 1)",G
x329,11,"(2, 1)",H
x330,11,"(2, 1)",I
x331,11,"(2, 1)",J
x332,11,"(2, 1)",K
x333,11,"(2, 1)",L
x334,11,"(2, 1)",M
x335,11,"(2, 1)",N
x336,11,"(2, 1)",P
x337,11,"(2, 1)",Q
x338,11,"(2, 1)",R
x339,11,"(2, 1)",S
x340,11,"(2, 1)",T
x341,11,"(2, 1)",U
x342,11,"(2, 1)",V
x343,11,"(2, 1)",W
x344,11,"(2, 1)",Y
x345,11,"(2, 1)",Z
x346,11,"(2, 1)",Connected
x347,11,"(2, 1)",Not Connected
x348,12,"(2, 2)",X
x349,12,"(2, 2)",O
x350,12,"(2, 2)", 
x351,12,"(2, 2)",A
x352,12,"(2, 2)",B
x353,12,"(2, 2)",C
x354,12,"(2, 2)",D
x355,12,"(2, 2)",E
x356,12,"(2, 2)",F
x357,12,"(2, 2)",G
x358,12,"(2, 2)",H
x359,12,"(2, 2)",I
x360,12,"(2, 2)",J
x361,12,"(2, 2)",K
x362,12,"(2, 2)",L
x363,12,"(2, 2)",M
x364,12,"(2, 2)",N
x365,12,"(2, 2)",P
x366,12,"(2, 2)",Q
x367,12,"(2, 2)",R
x368,12,"(2, 2)",S
x369,12,"(2, 2)",T
x370,12,"(2, 2)",U
x371,12,"(2, 2)",V
x372,12,"(2, 2)",W
x373,12,"(2, 2)",Y
x374,12,"(2, 2)",Z
x375,12,"(2, 2)",Connected
x376,12,"(2, 2)",Not Connected
x377,13,"(2, 3)",X
x378,13,"(2, 3)",O
x379,13,"(2, 3)", 
x380,13,"(2, 3)",A
x381,13,"(2, 3)",B
x382,13,"(2, 3)",C
x383,13,"(2, 3)",D
x384,13,"(2, 3)",E
x385,13,"(2, 3)",F
x386,13,"(2, 3)",G
x387,13,"(2, 3)",H
x388,13,"(2, 3)",I
x389,13,"(2, 3)",J
x390,13,"(2, 3)",K
x391,13,"(2, 3)",L
x392,13,"(2, 3)",M
x393,13,"(2, 3)",N
x394,13,"(2, 3)",P
x395,13,"(2, 3)",Q
x396,13,"(2, 3)",R
x397,13,"(2, 3)",S
x398,13,"(2, 3)",T
x399,13,"(2, 3)",U
x400,13,"(2, 3)",V
x401,13,"(2, 3)",W
x402,13,"(2, 3)",Y
x403,13,"(2, 3)",Z
x404,13,"(2, 3)",Connected
x405,13,"(2, 3)",Not Connected
x406,14,"(2, 4)",X
x407,14,"(2, 4)",O
x408,14,"(2, 4)", 
x409,14,"(2, 4)",A
x410,14,"(2, 4)",B
x411,14,"(2, 4)",C
x412,14,"(2, 4)",D
x413,14,"(2, 4)",E
x414,14,"(2, 4)",F
x415,14,"(2, 4)",G
x416,14,"(2, 4)",H
x417,14,"(2, 4)",I
x418,14,"(2, 4)",J
x419,14,"(2, 4)",K
x420,14,"(2, 4)",L
x421,14,"(2, 4)",M
x422,14,"(2, 4)",N
x423,14,"(2, 4)",P
x424,14,"(2, 4)",Q
x425,14,"(2, 4)",R
x426,14,"(2, 4)",S
x427,14,"(2, 4)",T
x428,14,"(2, 4)",U
x429,14,"(2, 4)",V
x430,14,"(2, 4)",W
x431,14,"(2, 4)",Y
x432,14,"(2, 4)",Z
x433,14,"(2, 4)",Connected
x434,14,"(2, 4)",Not Connected
x435,15,"(3, 0)",X
x436,15,"(3, 0)",O
x437,15,"(3, 0)", 
x438,15,"(3, 0)",A
x439,15,"(3, 0)",B
x440,15,"(3, 0)",C
x441,15,"(3, 0)",D
x442,15,"(3, 0)",E
x443,15,"(3, 0)",F
x444,15,"(3, 0)",G
x445,15,"(3, 0)",H
x446,15,"(3, 0)",I
x447,15,"(3, 0)",J
x448,15,"(3, 0)",K
x449,15,"(3, 0)",L
x450,15,"(3, 0)",M
x451,15,"(3, 0)",N
x452,15,"(3, 0)",P
x453,15,"(3, 0)",Q
x454,15,"(3, 0)",R
x455,15,"(3, 0)",S
x456,15,"(3, 0)",T
x457,15,"(3, 0)",U
x458,15,"(3, 0)",V
x459,15,"(3, 0)",W
x460,15,"(3, 0)",Y
x461,15,"(3, 0)",Z
x462,15,"(3, 0)",Connected
x463,15,"(3, 0)",Not Connected
x464,16,"(3, 1)",X
x465,16,"(3, 1)",O
x466,16,"(3, 1)", 
x467,16,"(3, 1)",A
x468,16,"(3, 1)",B
x469,16,"(3, 1)",C
x470,16,"(3, 1)",D
x471,16,"(3, 1)",E
x472,16,"(3, 1)",F
x473,16,"(3, 1)",G
x474,16,"(3, 1)",H
x475,16,"(3, 1)",I
x476,16,"(3, 1)",J
x477,16,"(3, 1)",K
x478,16,"(3, 1)",L
x479,16,"(3, 1)",M
x480,16,"(3, 1)",N
x481,16,"(3, 1)",P
x482,16,"(3, 1)",Q
x483,16,"(3, 1)",R
x484,16,"(3, 1)",S
x485,16,"(3, 1)",T
x486,16,"(3, 1)",U
x487,16,"(3, 1)",V
x488,16,"(3, 1)",W
x489,16,"(3, 1)",Y
x490,16,"(3, 1)",Z
x491,16,"(3, 1)",Connected
x492,16,"(3, 1)",Not Connected
x493,17,"(3, 2)",X
x494,17,"(3, 2)",O
x495,17,"(3, 2)", 
x496,17,"(3, 2)",A
x497,17,"(3, 2)",B
x498,17,"(3, 2)",C
x499,17,"(3, 2)",D
x500,17,"(3, 2)",E
x501,17,"(3, 2)",F
x502,17,"(3, 2)",G
x503,17,"(3, 2)",H
x504,17,"(3, 2)",I
x505,17,"(3, 2)",J
x506,17,"(3, 2)",K
x507,17,"(3, 2)",L
x508,17,"(3, 2)",M
x509,17,"(3, 2)",N
x510,17,"(3, 2)",P
x511,17,"(3, 2)",Q
x512,17,"(3, 2)",R
x513,17,"(3, 2)",S
x514,17,"(3, 2)",T
x515,17,"(3, 2)",U
x516,17,"(3, 2)",V
x517,17,"(3, 2)",W
x518,17,"(3, 2)",Y
x519,17,"(3, 2)",Z
x520,17,"(3, 2)",Connected
x521,17,"(3, 2)",Not Connected
x522,18,"(3, 3)",X
x523,18,"(3, 3)",O
x524,18,"(3, 3)", 
x525,18,"(3, 3)",A
x526,18,"(3, 3)",B
x527,18,"(3, 3)",C
x528,18,"(3, 3)",D
x529,18,"(3, 3)",E
x530,18,"(3, 3)",F
x531,18,"(3, 3)",G
x532,18,"(3, 3)",H
x533,18,"(3, 3)",I
x534,18,"(3, 3)",J
x535,18,"(3, 3)",K
x536,18,"(3, 3)",L
x537,18,"(3, 3)",M
x538,18,"(3, 3)",N
x539,18,"(3, 3)",P
x540,18,"(3, 3)",Q
x541,18,"(3, 3)",R
x542,18,"(3, 3)",S
x543,18,"(3, 3)",T
x544,18,"(3, 3)",U
x545,18,"(3, 3)",V
x546,18,"(3, 3)",W
x547,18,"(3, 3)",Y
x548,18,"(3, 3)",Z
x549,18,"(3, 3)",Connected
x550,18,"(3, 3)",Not Connected
x551,19,"(3, 4)",X
x552,19,"(3, 4)",O
x553,19,"(3, 4)", 
x554,19,"(3, 4)",A
x555,19,"(3, 4)",B
x556,19,"(3, 4)",C
x557,19,"(3, 4)",D
x558,19,"(3, 4)",E
x559,19,"(3, 4)",F
x560,19,"(3, 4)",G
x561,19,"(3, 4)",H
x562,19,"(3, 4)",I
x563,19,"(3, 4)",J
x564,19,"(3, 4)",K
x565,19,"(3, 4)",L
x566,19,"(3, 4)",M
x567,19,"(3, 4)",N
x568,19,"(3, 4)",P
x569,19,"(3, 4)",Q
x570,19,"(3, 4)",R
x571,19,"(3, 4)",S
x572,19,"(3, 4)",T
x573,19,"(3, 4)",U
x574,19,"(3, 4)",V
x575,19,"(3, 4)",W
x576,19,"(3, 4)",Y
x577,19,"(3, 4)",Z
x578,19,"(3, 4)",Connected
x579,19,"(3, 4)",Not Connected
x580,20,"(4, 0)",X
x581,20,"(4, 0)",O
x582,20,"(4, 0)", 
x583,20,"(4, 0)",A
x584,20,"(4, 0)",B
x585,20,"(4, 0)",C
x586,20,"(4, 0)",D
x587,20,"(4, 0)",E
x588,20,"(4, 0)",F
x589,20,"(4, 0)",G
x590,20,"(4, 0)",H
x591,20,"(4, 0)",I
x592,20,"(4, 0)",J
x593,20,"(4, 0)",K
x594,20,"(4, 0)",L
x595,20,"(4, 0)",M
x596,20,"(4, 0)",N
x597,20,"(4, 0)",P
x598,20,"(4, 0)",Q
x599,20,"(4, 0)",R
x600,20,"(4, 0)",S
x601,20,"(4, 0)",T
x602,20,"(4, 0)",U
x603,20,"(4, 0)",V
x604,20,"(4, 0)",W
x605,20,"(4, 0)",Y
x606,20,"(4, 0)",Z
x607,20,"(4, 0)",Connected
x608,20,"(4, 0)",Not Connected
x609,21,"(4, 1)",X
x610,21,"(4, 1)",O
x611,21,"(4, 1)", 
x612,21,"(4, 1)",A
x613,21,"(4, 1)",B
x614,21,"(4, 1)",C
x615,21,"(4, 1)",D
x616,21,"(4, 1)",E
x617,21,"(4, 1)",F
x618,21,"(4, 1)",G
x619,21,"(4, 1)",H
x620,21,"(4, 1)",I
x621,21,"(4, 1)",J
x622,21,"(4, 1)",K
x623,21,"(4, 1)",L
x624,21,"(4, 1)",M
x625,21,"(4, 1)",N
x626,21,"(4, 1)",P
x627,21,"(4, 1)",Q
x628,21,"(4, 1)",R
x629,21,"(4, 1)",S
x630,21,"(4, 1)",T
x631,21,"(4, 1)",U
x632,21,"(4, 1)",V
x633,21,"(4, 1)",W
x634,21,"(4, 1)",Y
x635,21,"(4, 1)",Z
x636,21,"(4, 1)",Connected
x637,21,"(4, 1)",Not Connected
x638,22,"(4, 2)",X
x639,22,"(4, 2)",O
x640,22,"(4, 2)", 
x641,22,"(4, 2)",A
x642,22,"(4, 2)",B
x643,22,"(4, 2)",C
x644,22,"(4, 2)",D
x645,22,"(4, 2)",E
x646,22,"(4, 2)",F
x647,22,"(4, 2)",G
x648,22,"(4, 2)",H
x649,22,"(4, 2)",I
x650,22,"(4, 2)",J
x651,22,"(4, 2)",K
x652,22,"(4, 2)",L
x653,22,"(4, 2)",M
x654,22,"(4, 2)",N
x655,22,"(4, 2)",P
x656,22,"(4, 2)",Q
x657,22,"(4, 2)",R
x658,22,"(4, 2)",S
x659,22,"(4, 2)",T
x660,22,"(4, 2)",U
x661,22,"(4, 2)",V
x662,22,"(4, 2)",W
x663,22,"(4, 2)",Y
x664,22,"(4, 2)",Z
x665,22,"(4, 2)",Connected
x666,22,"(4, 2)",Not Connected
x667,23,"(4, 3)",X
x668,23,"(4, 3)",O
x669,23,"(4, 3)", 
x670,23,"(4, 3)",A
x671,23,"(4, 3)",B
x672,23,"(4, 3)",C
x673,23,"(4, 3)",D
x674,23,"(4, 3)",E
x675,23,"(4, 3)",F
x676,23,"(4, 3)",G
x677,23,"(4, 3)",H
x678,23,"(4, 3)",I
x679,23,"(4, 3)",J
x680,23,"(4, 3)",K
x681,23,"(4, 3)",L
x682,23,"(4, 3)",M
x683,23,"(4, 3)",N
x684,23,"(4, 3)",P
x685,23,"(4, 3)",Q
x686,23,"(4, 3)",R
x687,23,"(4, 3)",S
x688,23,"(4, 3)",T
x689,23,"(4, 3)",U
x690,23,"(4, 3)",V
x691,23,"(4, 3)",W
x692,23,"(4, 3)",Y
x693,23,"(4, 3)",Z
x694,23,"(4, 3)",Connected
x695,23,"(4, 3)",Not Connected
x696,24,"(4, 4)",X
x697,24,"(4, 4)",O
x698,24,"(4, 4)", 
x699,24,"(4, 4)",A
x700,24,"(4, 4)",B
x701,24,"(4, 4)",C
x702,24,"(4, 4)",D
x703,24,"(4, 4)",E
x704,24,"(4, 4)",F
x705,24,"(4, 4)",G
x706,24,"(4, 4)",H
x707,24,"(4, 4)",I
x708,24,"(4, 4)",J
x709,24,"(4, 4)",K
x710,24,"(4, 4)",L
x711,24,"(4, 4)",M
x712,24,"(4, 4)",N
x713,24,"(4, 4)",P
x714,24,"(4, 4)",Q
x715,24,"(4, 4)",R
x716,24,"(4, 4)",S
x717,24,"(4, 4)",T
x718,24,"(4, 4)",U
x719,24,"(4, 4)",V
x720,24,"(4, 4)",W
x721,24,"(4, 4)",Y
x722,24,"(4, 4)",Z
x723,24,"(4, 4)",Connected
x724,24,"(4, 4)",Not Connected
