Literal,Node_ID,Position,Feature
x249,8,"(1, 1)",P
x250,8,"(1, 1)",Q
x251,8,"(1, 1)",R
x252,8,"(1, 1)",S
x253,8,"(1, 1)",T
x254,8,"(1, 1)",U
x255,8,"(1, 1)",V
x256,8,"(1, 1)",W
x257,8,"(1, 1)",Y
x258,8,"(1, 1)",Z
x259,8,"(1, 1)",Connected
x260,8,"(1, 1)",Not Connected
x261,9,"(1, 2)",X
x262,9,"(1, 2)",O
x263,9,"(1, 2)", 
x264,9,"(1, 2)",A
x265,9,"(1, 2)",B
x266,9,"(1, 2)",C
x267,9,"(1, 2)",D
x268,9,"(1, 2)",E
x269,9,"(1, 2)",F
x270,9,"(1, 2)",G
x271,9,"(1, 2)",H
x272,9,"(1, 2)",I
x273,9,"(1, 2)",J
x274,9,"(1, 2)",K
x275,9,"(1, 2)",L
x276,9,"(1, 2)",M
x277,9,"(1, 2)",N
x278,9,"(1, 2)",P
x279,9,"(1, 2)",Q
x280,9,"(1, 2)",R
x281,9,"(1, 2)",S
x282,9,"(1, 2)",T
x283,9,"(1, 2)",U
x284,9,"(1, 2)",V
x285,9,"(1, 2)",W
x286,9,"(1, 2)",Y
x287,9,"(1, 2)",Z
x288,9,"(1, 2)",Connected
x289,9,"(1, 2)",Not Connected
x290,10,"(1, 3)",X
x291,10,"(1, 3)",O
x292,10,"(1, 3)", 
x293,10,"(1, 3)",A
x294,10,"(1, 3)",B
x295,10,"(1, 3)",C
x296,10,"(1, 3)",D
x297,10,"(1, 3)",E
x298,10,"(1, 3)",F
x299,10,"(1, 3)",G
x300,10,"(1, 3)",H
x301,10,"(1, 3)",I
x302,10,"(1, 3)",J
x303,10,"(1, 3)",K
x304,10,"(1, 3)",L
x305,10,"(1, 3)",M
x306,10,"(1, 3)",N
x307,10,"(1, 3)",P
x308,10,"(1, 3)",Q
x309,10,"(1, 3)",R
x310,10,"(1, 3)",S
x311,10,"(1, 3)",T
x312,10,"(1, 3)",U
x313,10,"(1, 3)",V
x314,10,"(1, 3)",W
x315,10,"(1, 3)",Y
x316,10,"(1, 3)",Z
x317,10,"(1, 3)",Connected
x318,10,"(1, 3)",Not Connected
x319,11,"(1, 4)",X
x320,11,"(1, 4)",O
x321,11,"(1, 4)", 
x322,11,"(1, 4)",A
x323,11,"(1, 4)",B
x324,11,"(1, 4)",C
x325,11,"(1, 4)",D
x326,11,"(1, 4)",E
x327,11,"(1, 4)",F
x328,11,"(1, 4)",G
x329,11,"(1, 4)",H
x330,11,"(1, 4)",I
x331,11,"(1, 4)",J
x332,11,"(1, 4)",K
x333,11,"(1, 4)",L
x334,11,"(1, 4)",M
x335,11,"(1, 4)",N
x336,11,"(1, 4)",P
x337,11,"(1, 4)",Q
x338,11,"(1, 4)",R
x339,11,"(1, 4)",S
x340,11,"(1, 4)",T
x341,11,"(1, 4)",U
x342,11,"(1, 4)",V
x343,11,"(1, 4)",W
x344,11,"(1, 4)",Y
x345,11,"(1, 4)",Z
x346,11,"(1, 4)",Connected
x347,11,"(1, 4)",Not Connected
x348,12,"(1, 5)",X
x349,12,"(1, 5)",O
x350,12,"(1, 5)", 
x351,12,"(1, 5)",A
x352,12,"(1, 5)",B
x353,12,"(1, 5)",C
x354,12,"(1, 5)",D
x355,12,"(1, 5)",E
x356,12,"(1, 5)",F
x357,12,"(1, 5)",G
x358,12,"(1, 5)",H
x359,12,"(1, 5)",I
x360,12,"(1, 5)",J
x361,12,"(1, 5)",K
x362,12,"(1, 5)",L
x363,12,"(1, 5)",M
x364,12,"(1, 5)",N
x365,12,"(1, 5)",P
x366,12,"(1, 5)",Q
x367,12,"(1, 5)",R
x368,12,"(1, 5)",S
x369,12,"(1, 5)",T
x370,12,"(1, 5)",U
x371,12,"(1, 5)",V
x372,12,"(1, 5)",W
x373,12,"(1, 5)",Y
x374,12,"(1, 5)",Z
x375,12,"(1, 5)",Connected
x376,12,"(1, 5)",Not Connected
x377,13,"(1, 6)",X
x378,13,"(1, 6)",O
x379,13,"(1, 6)", 
x380,13,"(1, 6)",A
x381,13,"(1, 6)",B
x382,13,"(1, 6)",C
x383,13,"(1, 6)",D
x384,13,"(1, 6)",E
x385,13,"(1, 6)",F
x386,13,"(1, 6)",G
x387,13,"(1, 6)",H
x388,13,"(1, 6)",I
x389,13,"(1, 6)",J
x390,13,"(1, 6)",K
x391,13,"(1, 6)",L
x392,13,"(1, 6)",M
x393,13,"(1, 6)",N
x394,13,"(1, 6)",P
x395,13,"(1, 6)",Q
x396,13,"(1, 6)",R
x397,13,"(1, 6)",S
x398,13,"(1, 6)",T
x399,13,"(1, 6)",U
x400,13,"(1, 6)",V
x401,13,"(1, 6)",W
x402,13,"(1, 6)",Y
x403,13,"(1, 6)",Z
x404,13,"(1, 6)",Connected
x405,13,"(1, 6)",Not Connected
x406,14,"(2, 0)",X
x407,14,"(2, 0)",O
x408,14,"(2, 0)", 
x409,14,"(2, 0)",A
x410,14,"(2, 0)",B
x411,14,"(2, 0)",C
x412,14,"(2, 0)",D
x413,14,"(2, 0)",E
x414,14,"(2, 0)",F
x415,14,"(2, 0)",G
x416,14,"(2, 0)",H
x417,14,"(2, 0)",I
x418,14,"(2, 0)",J
x419,14,"(2, 0)",K
x420,14,"(2, 0)",L
x421,14,"(2, 0)",M
x422,14,"(2, 0)",N
x423,14,"(2, 0)",P
x424,14,"(2, 0)",Q
x425,14,"(2, 0)",R
x426,14,"(2, 0)",S
x427,14,"(2, 0)",T
x428,14,"(2, 0)",U
x429,14,"(2, 0)",V
x430,14,"(2, 0)",W
x431,14,"(2, 0)",Y
x432,14,"(2, 0)",Z
x433,14,"(2, 0)",Connected
x434,14,"(2, 0)",Not Connected
x435,15,"(2, 1)",X
x436,15,"(2, 1)",O
x437,15,"(2, 1)", 
x438,15,"(2, 1)",A
x439,15,"(2, 1)",B
x440,15,"(2, 1)",C
x441,15,"(2, 1)",D
x442,15,"(2, 1)",E
x443,15,"(2, 1)",F
x444,15,"(2, 1)",G
x445,15,"(2, 1)",H
x446,15,"(2, 1)",I
x447,15,"(2, 1)",J
x448,15,"(2, 1)",K
x449,15,"(2, 1)",L
x450,15,"(2, 1)",M
x451,15,"(2, 1)",N
x452,15,"(2, 1)",P
x453,15,"(2, 1)",Q
x454,15,"(2, 1)",R
x455,15,"(2, 1)",S
x456,15,"(2, 1)",T
x457,15,"(2, 1)",U
x458,15,"(2, 1)",V
x459,15,"(2, 1)",W
x460,15,"(2, 1)",Y
x461,15,"(2, 1)",Z
x462,15,"(2, 1)",Connected
x463,15,"(2, 1)",Not Connected
x464,16,"(2, 2)",X
x465,16,"(2, 2)",O
x466,16,"(2, 2)", 
x467,16,"(2, 2)",A
x468,16,"(2, 2)",B
x469,16,"(2, 2)",C
x470,16,"(2, 2)",D
x471,16,"(2, 2)",E
x472,16,"(2, 2)",F
x473,16,"(2, 2)",G
x474,16,"(2, 2)",H
x475,16,"(2, 2)",I
x476,16,"(2, 2)",J
x477,16,"(2, 2)",K
x478,16,"(2, 2)",L
x479,16,"(2, 2)",M
x480,16,"(2, 2)",N
x481,16,"(2, 2)",P
x482,16,"(2, 2)",Q
x483,16,"(2, 2)",R
x484,16,"(2, 2)",S
x485,16,"(2, 2)",T
x486,16,"(2, 2)",U
x487,16,"(2, 2)",V
x488,16,"(2, 2)",W
x489,16,"(2, 2)",Y
x490,16,"(2, 2)",Z
x491,16,"(2, 2)",Connected
x492,16,"(2, 2)",Not Connected
x493,17,"(2, 3)",X
x494,17,"(2, 3)",O
x495,17,"(2, 3)", 
x496,17,"(2, 3)",A
x497,17,"(2, 3)",B
x498,17,"(2, 3)",C
x499,17,"(2, 3)",D
x500,17,"(2, 3)",E
x501,17,"(2, 3)",F
x502,17,"(2, 3)",G
x503,17,"(2, 3)",H
x504,17,"(2, 3)",I
x505,17,"(2, 3)",J
x506,17,"(2, 3)",K
x507,17,"(2, 3)",L
x508,17,"(2, 3)",M
x509,17,"(2, 3)",N
x510,17,"(2, 3)",P
x511,17,"(2, 3)",Q
x512,17,"(2, 3)",R
x513,17,"(2, 3)",S
x514,17,"(2, 3)",T
x515,17,"(2, 3)",U
x516,17,"(2, 3)",V
x517,17,"(2, 3)",W
x518,17,"(2, 3)",Y
x519,17,"(2, 3)",Z
x520,17,"(2, 3)",Connected
x521,17,"(2, 3)",Not Connected
x522,18,"(2, 4)",X
x523,18,"(2, 4)",O
x524,18,"(2, 4)", 
x525,18,"(2, 4)",A
x526,18,"(2, 4)",B
x527,18,"(2, 4)",C
x528,18,"(2, 4)",D
x529,18,"(2, 4)",E
x530,18,"(2, 4)",F
x531,18,"(2, 4)",G
x532,18,"(2, 4)",H
x533,18,"(2, 4)",I
x534,18,"(2, 4)",J
x535,18,"(2, 4)",K
x536,18,"(2, 4)",L
x537,18,"(2, 4)",M
x538,18,"(2, 4)",N
x539,18,"(2, 4)",P
x540,18,"(2, 4)",Q
x541,18,"(2, 4)",R
x542,18,"(2, 4)",S
x543,18,"(2, 4)",T
x544,18,"(2, 4)",U
x545,18,"(2, 4)",V
x546,18,"(2, 4)",W
x547,18,"(2, 4)",Y
x548,18,"(2, 4)",Z
x549,18,"(2, 4)",Connected
x550,18,"(2, 4)",Not Connected
x551,19,"(2, 5)",X
x552,19,"(2, 5)",O
x553,19,"(2, 5)", 
x554,19,"(2, 5)",A
x555,19,"(2, 5)",B
x556,19,"(2, 5)",C
x557,19,"(2, 5)",D
x558,19,"(2, 5)",E
x559,19,"(2, 5)",F
x560,19,"(2, 5)",G
x561,19,"(2, 5)",H
x562,19,"(2, 5)",I
x563,19,"(2, 5)",J
x564,19,"(2, 5)",K
x565,19,"(2, 5)",L
x566,19,"(2, 5)",M
x567,19,"(2, 5)",N
x568,19,"(2, 5)",P
x569,19,"(2, 5)",Q
x570,19,"(2, 5)",R
x571,19,"(2, 5)",S
x572,19,"(2, 5)",T
x573,19,"(2, 5)",U
x574,19,"(2, 5)",V
x575,19,"(2, 5)",W
x576,19,"(2, 5)",Y
x577,19,"(2, 5)",Z
x578,19,"(2, 5)",Connected
x579,19,"(2, 5)",Not Connected
x580,20,"(2, 6)",X
x581,20,"(2, 6)",O
x582,20,"(2, 6)", 
x583,20,"(2, 6)",A
x584,20,"(2, 6)",B
x585,20,"(2, 6)",C
x586,20,"(2, 6)",D
x587,20,"(2, 6)",E
x588,20,"(2, 6)",F
x589,20,"(2, 6)",G
x590,20,"(2, 6)",H
x591,20,"(2, 6)",I
x592,20,"(2, 6)",J
x593,20,"(2, 6)",K
x594,20,"(2, 6)",L
x595,20,"(2, 6)",M
x596,20,"(2, 6)",N
x597,20,"(2, 6)",P
x598,20,"(2, 6)",Q
x599,20,"(2, 6)",R
x600,20,"(2, 6)",S
x601,20,"(2, 6)",T
x602,20,"(2, 6)",U
x603,20,"(2, 6)",V
x604,20,"(2, 6)",W
x605,20,"(2, 6)",Y
x606,20,"(2, 6)",Z
x607,20,"(2, 6)",Connected
x608,20,"(2, 6)",Not Connected
x609,21,"(3, 0)",X
x610,21,"(3, 0)",O
x611,21,"(3, 0)", 
x612,21,"(3, 0)",A
x613,21,"(3, 0)",B
x614,21,"(3, 0)",C
x615,21,"(3, 0)",D
x616,21,"(3, 0)",E
x617,21,"(3, 0)",F
x618,21,"(3, 0)",G
x619,21,"(3, 0)",H
x620,21,"(3, 0)",I
x621,21,"(3, 0)",J
x622,21,"(3, 0)",K
x623,21,"(3, 0)",L
x624,21,"(3, 0)",M
x625,21,"(3, 0)",N
x626,21,"(3, 0)",P
x627,21,"(3, 0)",Q
x628,21,"(3, 0)",R
x629,21,"(3, 0)",S
x630,21,"(3, 0)",T
x631,21,"(3, 0)",U
x632,21,"(3, 0)",V
x633,21,"(3, 0)",W
x634,21,"(3, 0)",Y
x635,21,"(3, 0)",Z
x636,21,"(3, 0)",Connected
x637,21,"(3, 0)",Not Connected
x638,22,"(3, 1)",X
x639,22,"(3, 1)",O
x640,22,"(3, 1)", 
x641,22,"(3, 1)",A
x642,22,"(3, 1)",B
x643,22,"(3, 1)",C
x644,22,"(3, 1)",D
x645,22,"(3, 1)",E
x646,22,"(3, 1)",F
x647,22,"(3, 1)",G
x648,22,"(3, 1)",H
x649,22,"(3, 1)",I
x650,22,"(3, 1)",J
x651,22,"(3, 1)",K
x652,22,"(3, 1)",L
x653,22,"(3, 1)",M
x654,22,"(3, 1)",N
x655,22,"(3, 1)",P
x656,22,"(3, 1)",Q
x657,22,"(3, 1)",R
x658,22,"(3, 1)",S
x659,22,"(3, 1)",T
x660,22,"(3, 1)",U
x661,22,"(3, 1)",V
x662,22,"(3, 1)",W
x663,22,"(3, 1)",Y
x664,22,"(3, 1)",Z
x665,22,"(3, 1)",Connected
x666,22,"(3, 1)",Not Connected
x667,23,"(3, 2)",X
x668,23,"(3, 2)",O
x669,23,"(3, 2)", 
x670,23,"(3, 2)",A
x671,23,"(3, 2)",B
x672,23,"(3, 2)",C
x673,23,"(3, 2)",D
x674,23,"(3, 2)",E
x675,23,"(3, 2)",F
x676,23,"(3, 2)",G
x677,23,"(3, 2)",H
x678,23,"(3, 2)",I
x679,23,"(3, 2)",J
x680,23,"(3, 2)",K
x681,23,"(3, 2)",L
x682,23,"(3, 2)",M
x683,23,"(3, 2)",N
x684,23,"(3, 2)",P
x685,23,"(3, 2)",Q
x686,23,"(3, 2)",R
x687,23,"(3, 2)",S
x688,23,"(3, 2)",T
x689,23,"(3, 2)",U
x690,23,"(3, 2)",V
x691,23,"(3, 2)",W
x692,23,"(3, 2)",Y
x693,23,"(3, 2)",Z
x694,23,"(3, 2)",Connected
x695,23,"(3, 2)",Not Connected
x696,24,"(3, 3)",X
x697,24,"(3, 3)",O
x698,24,"(3, 3)", 
x699,24,"(3, 3)",A
x700,24,"(3, 3)",B
x701,24,"(3, 3)",C
x702,24,"(3, 3)",D
x703,24,"(3, 3)",E
x704,24,"(3, 3)",F
x705,24,"(3, 3)",G
x706,24,"(3, 3)",H
x707,24,"(3, 3)",I
x708,24,"(3, 3)",J
x709,24,"(3, 3)",K
x710,24,"(3, 3)",L
x711,24,"(3, 3)",M
x712,24,"(3, 3)",N
x713,24,"(3, 3)",P
x714,24,"(3, 3)",Q
x715,24,"(3, 3)",R
x716,24,"(3, 3)",S
x717,24,"(3, 3)",T
x718,24,"(3, 3)",U
x719,24,"(3, 3)",V
x720,24,"(3, 3)",W
x721,24,"(3, 3)",Y
x722,24,"(3, 3)",Z
x723,24,"(3, 3)",Connected
x724,24,"(3, 3)",Not Connected
x725,25,"(3, 4)",X
x726,25,"(3, 4)",O
x727,25,"(3, 4)", 
x728,25,"(3, 4)",A
x729,25,"(3, 4)",B
x730,25,"(3, 4)",C
x731,25,"(3, 4)",D
x732,25,"(3, 4)",E
x733,25,"(3, 4)",F
x734,25,"(3, 4)",G
x735,25,"(3, 4)",H
x736,25,"(3, 4)",I
x737,25,"(3, 4)",J
x738,25,"(3, 4)",K
x739,25,"(3, 4)",L
x740,25,"(3, 4)",M
x741,25,"(3, 4)",N
x742,25,"(3, 4)",P
x743,25,"(3, 4)",Q
x744,25,"(3, 4)",R
x745,25,"(3, 4)",S
x746,25,"(3, 4)",T
x747,25,"(3, 4)",U
x748,25,"(3, 4)",V
x749,25,"(3, 4)",W
x750,25,"(3, 4)",Y
x751,25,"(3, 4)",Z
x752,25,"(3, 4)",Connected
x753,25,"(3, 4)",Not Connected
x754,26,"(3, 5)",X
x755,26,"(3, 5)",O
x756,26,"(3, 5)", 
x757,26,"(3, 5)",A
x758,26,"(3, 5)",B
x759,26,"(3, 5)",C
x760,26,"(3, 5)",D
x761,26,"(3, 5)",E
x762,26,"(3, 5)",F
x763,26,"(3, 5)",G
x764,26,"(3, 5)",H
x765,26,"(3, 5)",I
x766,26,"(3, 5)",J
x767,26,"(3, 5)",K
x768,26,"(3, 5)",L
x769,26,"(3, 5)",M
x770,26,"(3, 5)",N
x771,26,"(3, 5)",P
x772,26,"(3, 5)",Q
x773,26,"(3, 5)",R
x774,26,"(3, 5)",S
x775,26,"(3, 5)",T
x776,26,"(3, 5)",U
x777,26,"(3, 5)",V
x778,26,"(3, 5)",W
x779,26,"(3, 5)",Y
x780,26,"(3, 5)",Z
x781,26,"(3, 5)",Connected
x782,26,"(3, 5)",Not Connected
x783,27,"(3, 6)",X
x784,27,"(3, 6)",O
x785,27,"(3, 6)", 
x786,27,"(3, 6)",A
x787,27,"(3, 6)",B
x788,27,"(3, 6)",C
x789,27,"(3, 6)",D
x790,27,"(3, 6)",E
x791,27,"(3, 6)",F
x792,27,"(3, 6)",G
x793,27,"(3, 6)",H
x794,27,"(3, 6)",I
x795,27,"(3, 6)",J
x796,27,"(3, 6)",K
x797,27,"(3, 6)",L
x798,27,"(3, 6)",M
x799,27,"(3, 6)",N
x800,27,"(3, 6)",P
x801,27,"(3, 6)",Q
x802,27,"(3, 6)",R
x803,27,"(3, 6)",S
x804,27,"(3, 6)",T
x805,27,"(3, 6)",U
x806,27,"(3, 6)",V
x807,27,"(3, 6)",W
x808,27,"(3, 6)",Y
x809,27,"(3, 6)",Z
x810,27,"(3, 6)",Connected
x811,27,"(3, 6)",Not Connected
x812,28,"(4, 0)",X
x813,28,"(4, 0)",O
x814,28,"(4, 0)", 
x815,28,"(4, 0)",A
x816,28,"(4, 0)",B
x817,28,"(4, 0)",C
x818,28,"(4, 0)",D
x819,28,"(4, 0)",E
x820,28,"(4, 0)",F
x821,28,"(4, 0)",G
x822,28,"(4, 0)",H
x823,28,"(4, 0)",I
x824,28,"(4, 0)",J
x825,28,"(4, 0)",K
x826,28,"(4, 0)",L
x827,28,"(4, 0)",M
x828,28,"(4, 0)",N
x829,28,"(4, 0)",P
x830,28,"(4, 0)",Q
x831,28,"(4, 0)",R
x832,28,"(4, 0)",S
x833,28,"(4, 0)",T
x834,28,"(4, 0)",U
x835,28,"(4, 0)",V
x836,28,"(4, 0)",W
x837,28,"(4, 0)",Y
x838,28,"(4, 0)",Z
x839,28,"(4, 0)",Connected
x840,28,"(4, 0)",Not Connected
x841,29,"(4, 1)",X
x842,29,"(4, 1)",O
x843,29,"(4, 1)", 
x844,29,"(4, 1)",A
x845,29,"(4, 1)",B
x846,29,"(4, 1)",C
x847,29,"(4, 1)",D
x848,29,"(4, 1)",E
x849,29,"(4, 1)",F
x850,29,"(4, 1)",G
x851,29,"(4, 1)",H
x852,29,"(4, 1)",I
x853,29,"(4, 1)",J
x854,29,"(4, 1)",K
x855,29,"(4, 1)",L
x856,29,"(4, 1)",M
x857,29,"(4, 1)",N
x858,29,"(4, 1)",P
x859,29,"(4, 1)",Q
x860,29,"(4, 1)",R
x861,29,"(4, 1)",S
x862,29,"(4, 1)",T
x863,29,"(4, 1)",U
x864,29,"(4, 1)",V
x865,29,"(4, 1)",W
x866,29,"(4, 1)",Y
x867,29,"(4, 1)",Z
x868,29,"(4, 1)",Connected
x869,29,"(4, 1)",Not Connected
x870,30,"(4, 2)",X
x871,30,"(4, 2)",O
x872,30,"(4, 2)", 
x873,30,"(4, 2)",A
x874,30,"(4, 2)",B
x875,30,"(4, 2)",C
x876,30,"(4, 2)",D
x877,30,"(4, 2)",E
x878,30,"(4, 2)",F
x879,30,"(4, 2)",G
x880,30,"(4, 2)",H
x881,30,"(4, 2)",I
x882,30,"(4, 2)",J
x883,30,"(4, 2)",K
x884,30,"(4, 2)",L
x885,30,"(4, 2)",M
x886,30,"(4, 2)",N
x887,30,"(4, 2)",P
x888,30,"(4, 2)",Q
x889,30,"(4, 2)",R
x890,30,"(4, 2)",S
x891,30,"(4, 2)",T
x892,30,"(4, 2)",U
x893,30,"(4, 2)",V
x894,30,"(4, 2)",W
x895,30,"(4, 2)",Y
x896,30,"(4, 2)",Z
x897,30,"(4, 2)",Connected
x898,30,"(4, 2)",Not Connected
x899,31,"(4, 3)",X
x900,31,"(4, 3)",O
x901,31,"(4, 3)", 
x902,31,"(4, 3)",A
x903,31,"(4, 3)",B
x904,31,"(4, 3)",C
x905,31,"(4, 3)",D
x906,31,"(4, 3)",E
x907,31,"(4, 3)",F
x908,31,"(4, 3)",G
x909,31,"(4, 3)",H
x910,31,"(4, 3)",I
x911,31,"(4, 3)",J
